state,region,disease,year,cases,incidence_per_100k,population
Kerala,South,Pneumonia,2018,27637,100.33,27545254
Kerala,South,Tuberculosis,2019,80463,329.77,24399771
Kerala,South,Malaria,2019,42209,172.99,24399771
Kerala,South,Dengue,2019,56871,233.08,24399771
Kerala,South,HIV/AIDS,2019,12458,51.06,24399771
Kerala,South,Measles,2019,41485,170.02,24399771
Kerala,South,Hepatitis B,2019,79716,326.71,24399771
Kerala,South,Diarrhoeal Disease,2019,27720,113.61,24399771
Kerala,South,Pneumonia,2019,63737,261.22,24399771
Kerala,South,Tuberculosis,2020,99874,1175.7,8494890
Kerala,South,Malaria,2020,98008,1153.73,8494890
Kerala,South,Dengue,2020,84545,995.25,8494890
Kerala,South,HIV/AIDS,2020,64734,762.03,8494890
Kerala,South,Measles,2020,85574,1007.36,8494890
Kerala,South,Hepatitis B,2020,995,11.71,8494890
Kerala,South,Diarrhoeal Disease,2020,72979,859.09,8494890
Kerala,South,Pneumonia,2020,77806,915.92,8494890
Kerala,South,Tuberculosis,2021,36882,90.55,40729465
Kerala,South,Malaria,2021,59771,146.75,40729465
Kerala,South,Dengue,2021,9047,22.21,40729465
Kerala,South,HIV/AIDS,2021,8042,19.74,40729465
Kerala,South,Measles,2021,43140,105.92,40729465
Kerala,South,Hepatitis B,2021,95451,234.35,40729465
Kerala,South,Diarrhoeal Disease,2021,36544,89.72,40729465
Kerala,South,Pneumonia,2021,58090,142.62,40729465
Kerala,South,Tuberculosis,2022,33202,29.36,113085882
Kerala,South,Malaria,2022,4707,4.16,113085882
Kerala,South,Dengue,2022,47121,41.67,113085882
Kerala,South,HIV/AIDS,2022,23324,20.63,113085882
Kerala,South,Measles,2022,28158,24.9,113085882
Kerala,South,Hepatitis B,2022,18684,16.52,113085882
Kerala,South,Diarrhoeal Disease,2022,35149,31.08,113085882
Kerala,South,Pneumonia,2022,4519,4.0,113085882
Kerala,South,Tuberculosis,2023,61561,48.06,128090378
Kerala,South,Malaria,2023,72034,56.24,128090378
Kerala,South,Dengue,2023,40524,31.64,128090378
Kerala,South,HIV/AIDS,2023,23843,18.61,128090378
Kerala,South,Measles,2023,88168,68.83,128090378
Kerala,South,Hepatitis B,2023,24623,19.22,128090378
Kerala,South,Diarrhoeal Disease,2023,14953,11.67,128090378
Kerala,South,Pneumonia,2023,57131,44.6,128090378
Kerala,South,Tuberculosis,2024,55985,783.06,7149476
Kerala,South,Malaria,2024,13577,189.9,7149476
Kerala,South,Dengue,2024,7375,103.15,7149476
Kerala,South,HIV/AIDS,2024,71183,995.64,7149476
Kerala,South,Measles,2024,72068,1008.02,7149476
Kerala,South,Hepatitis B,2024,33995,475.49,7149476
Kerala,South,Diarrhoeal Disease,2024,64605,903.63,7149476
Kerala,South,Pneumonia,2024,30434,425.68,7149476
Madhya Pradesh,Central,Tuberculosis,2015,35050,66.15,52988794
Madhya Pradesh,Central,Malaria,2015,94510,178.36,52988794
Madhya Pradesh,Central,Dengue,2015,6487,12.24,52988794
Madhya Pradesh,Central,HIV/AIDS,2015,30322,57.22,52988794
Madhya Pradesh,Central,Measles,2015,87267,164.69,52988794
Madhya Pradesh,Central,Hepatitis B,2015,74640,140.86,52988794
Madhya Pradesh,Central,Diarrhoeal Disease,2015,77085,145.47,52988794
Madhya Pradesh,Central,Pneumonia,2015,73005,137.77,52988794
Madhya Pradesh,Central,Tuberculosis,2016,78580,180.84,43451705
Madhya Pradesh,Central,Malaria,2016,78005,179.52,43451705
Madhya Pradesh,Central,Dengue,2016,1354,3.12,43451705
Madhya Pradesh,Central,HIV/AIDS,2016,99219,228.34,43451705
Madhya Pradesh,Central,Measles,2016,99844,229.78,43451705
Madhya Pradesh,Central,Hepatitis B,2016,3303,7.6,43451705
Madhya Pradesh,Central,Diarrhoeal Disease,2016,5682,13.08,43451705
Madhya Pradesh,Central,Pneumonia,2016,4064,9.35,43451705
Madhya Pradesh,Central,Tuberculosis,2017,55627,47.39,117384987
Madhya Pradesh,Central,Malaria,2017,7551,6.43,117384987
Madhya Pradesh,Central,Dengue,2017,93262,79.45,117384987
Madhya Pradesh,Central,HIV/AIDS,2017,51716,44.06,117384987
Madhya Pradesh,Central,Measles,2017,68890,58.69,117384987
Madhya Pradesh,Central,Hepatitis B,2017,12167,10.37,117384987
Madhya Pradesh,Central,Diarrhoeal Disease,2017,68324,58.21,117384987
Madhya Pradesh,Central,Pneumonia,2017,96469,82.18,117384987
Madhya Pradesh,Central,Tuberculosis,2018,30859,1274.37,2421519
Madhya Pradesh,Central,Malaria,2018,77011,3180.28,2421519
Madhya Pradesh,Central,Dengue,2018,6339,261.78,2421519
Madhya Pradesh,Central,HIV/AIDS,2018,99695,4117.04,2421519
Madhya Pradesh,Central,Measles,2018,57503,2374.67,2421519
Madhya Pradesh,Central,Hepatitis B,2018,55332,2285.01,2421519
Madhya Pradesh,Central,Diarrhoeal Disease,2018,64072,2645.94,2421519
Madhya Pradesh,Central,Pneumonia,2018,76076,3141.66,2421519
Madhya Pradesh,Central,Tuberculosis,2019,3306,3.54,93500554
Madhya Pradesh,Central,Malaria,2019,48935,52.34,93500554
Madhya Pradesh,Central,Dengue,2019,44330,47.41,93500554
Madhya Pradesh,Central,HIV/AIDS,2019,47611,50.92,93500554
Madhya Pradesh,Central,Measles,2019,90881,97.2,93500554
Madhya Pradesh,Central,Hepatitis B,2019,91843,98.23,93500554
Madhya Pradesh,Central,Diarrhoeal Disease,2019,83969,89.81,93500554
Madhya Pradesh,Central,Pneumonia,2019,68100,72.83,93500554
Madhya Pradesh,Central,Tuberculosis,2020,23748,36.69,64718949
Madhya Pradesh,Central,Malaria,2020,6254,9.66,64718949
Madhya Pradesh,Central,Dengue,2020,88727,137.1,64718949
Madhya Pradesh,Central,HIV/AIDS,2020,42176,65.17,64718949
Madhya Pradesh,Central,Measles,2020,9787,15.12,64718949
Madhya Pradesh,Central,Hepatitis B,2020,9756,15.07,64718949
Madhya Pradesh,Central,Diarrhoeal Disease,2020,59761,92.34,64718949
Madhya Pradesh,Central,Pneumonia,2020,32420,50.09,64718949
Madhya Pradesh,Central,Tuberculosis,2021,78980,194.15,40679136
Madhya Pradesh,Central,Malaria,2021,90027,221.31,40679136
Madhya Pradesh,Central,Dengue,2021,98170,241.33,40679136
Madhya Pradesh,Central,HIV/AIDS,2021,23937,58.84,40679136
Madhya Pradesh,Central,Measles,2021,58098,142.82,40679136
Madhya Pradesh,Central,Hepatitis B,2021,80673,198.32,40679136
Madhya Pradesh,Central,Diarrhoeal Disease,2021,47906,117.77,40679136
Madhya Pradesh,Central,Pneumonia,2021,20583,50.6,40679136
Madhya Pradesh,Central,Tuberculosis,2022,47022,,78218575
Madhya Pradesh,Central,Malaria,2022,36976,47.27,78218575
Madhya Pradesh,Central,Dengue,2022,34110,43.61,78218575
Madhya Pradesh,Central,HIV/AIDS,2022,62155,79.46,78218575
Madhya Pradesh,Central,Measles,2022,80886,103.41,78218575
Madhya Pradesh,Central,Hepatitis B,2022,6727,8.6,78218575
Madhya Pradesh,Central,Diarrhoeal Disease,2022,44762,57.23,78218575
Madhya Pradesh,Central,Pneumonia,2022,29997,38.35,78218575
Madhya Pradesh,Central,Tuberculosis,2023,69770,117.46,59398809
Madhya Pradesh,Central,Malaria,2023,45667,76.88,59398809
Madhya Pradesh,Central,Dengue,2023,12174,20.5,59398809
Madhya Pradesh,Central,HIV/AIDS,2023,19473,32.78,59398809
Madhya Pradesh,Central,Measles,2023,52773,,59398809
Madhya Pradesh,Central,Hepatitis B,2023,26849,45.2,59398809
Madhya Pradesh,Central,Diarrhoeal Disease,2023,82859,139.5,59398809
Madhya Pradesh,Central,Pneumonia,2023,32862,55.32,59398809
Madhya Pradesh,Central,Tuberculosis,2024,79539,84.07,94607815
Madhya Pradesh,Central,Malaria,2024,65262,68.98,94607815
Madhya Pradesh,Central,Dengue,2024,15164,,94607815
Madhya Pradesh,Central,HIV/AIDS,2024,76855,81.24,94607815
Madhya Pradesh,Central,Measles,2024,95105,100.53,94607815
Madhya Pradesh,Central,Hepatitis B,2024,95727,101.18,94607815
Madhya Pradesh,Central,Diarrhoeal Disease,2024,14027,14.83,94607815
Madhya Pradesh,Central,Pneumonia,2024,91220,96.42,94607815
Maharashtra,West,Tuberculosis,2015,99060,95.03,104244542
Maharashtra,West,Malaria,2015,27143,26.04,104244542
Maharashtra,West,Dengue,2015,95783,91.88,104244542
Maharashtra,West,HIV/AIDS,2015,64061,61.45,104244542
Maharashtra,West,Measles,2015,61389,58.89,104244542
Maharashtra,West,Hepatitis B,2015,50017,47.98,104244542
Maharashtra,West,Diarrhoeal Disease,2015,18848,18.08,104244542
Maharashtra,West,Pneumonia,2015,71830,,104244542
Maharashtra,West,Tuberculosis,2016,34784,137.02,25386737
Maharashtra,West,Malaria,2016,92803,365.56,25386737
Maharashtra,West,Dengue,2016,44710,176.12,25386737
Maharashtra,West,HIV/AIDS,2016,97198,382.87,25386737
Maharashtra,West,Measles,2016,25744,101.41,25386737
Maharashtra,West,Hepatitis B,2016,21536,84.83,25386737
Maharashtra,West,Diarrhoeal Disease,2016,72818,286.83,25386737
Maharashtra,West,Pneumonia,2016,79667,313.81,25386737
Maharashtra,West,Tuberculosis,2017,88683,148.87,59570222
Maharashtra,West,Malaria,2017,35646,59.84,59570222
Maharashtra,West,Dengue,2017,92261,154.88,59570222
Maharashtra,West,HIV/AIDS,2017,17670,29.66,59570222
Maharashtra,West,Measles,2017,30535,51.26,59570222
Maharashtra,West,Hepatitis B,2017,9282,15.58,59570222
Maharashtra,West,Diarrhoeal Disease,2017,9772,16.4,59570222
Maharashtra,West,Pneumonia,2017,36759,61.71,59570222
Maharashtra,West,Tuberculosis,2018,20842,20.28,102746977
Maharashtra,West,Malaria,2018,97057,94.46,102746977
Maharashtra,West,Dengue,2018,42039,40.92,102746977
Maharashtra,West,HIV/AIDS,2018,3031,2.95,102746977
Maharashtra,West,Measles,2018,6125,5.96,102746977
Maharashtra,West,Hepatitis B,2018,87711,85.37,102746977
Maharashtra,West,Diarrhoeal Disease,2018,94015,91.5,102746977
Maharashtra,West,Pneumonia,2018,80797,78.64,102746977
Maharashtra,West,Tuberculosis,2019,42761,2101.11,2035163
Maharashtra,West,Malaria,2019,83136,4084.98,2035163
Maharashtra,West,Dengue,2019,24596,1208.55,2035163
Maharashtra,West,HIV/AIDS,2019,53256,2616.79,2035163
Maharashtra,West,Measles,2019,49430,2428.8,2035163
Maharashtra,West,Hepatitis B,2019,84547,4154.31,2035163
Maharashtra,West,Diarrhoeal Disease,2019,67530,3318.16,2035163
Maharashtra,West,Pneumonia,2019,4426,217.48,2035163
Maharashtra,West,Tuberculosis,2020,8761,8.54,102543168
Maharashtra,West,Malaria,2020,19999,19.5,102543168
Maharashtra,West,Dengue,2020,83992,81.91,102543168
Maharashtra,West,HIV/AIDS,2020,69163,67.45,102543168
Maharashtra,West,Measles,2020,50064,48.82,102543168
Maharashtra,West,Hepatitis B,2020,38029,37.09,102543168
Maharashtra,West,Diarrhoeal Disease,2020,12952,12.63,102543168
Maharashtra,West,Pneumonia,2020,88193,86.01,102543168
Maharashtra,West,Tuberculosis,2021,26665,103.61,25734764
Maharashtra,West,Malaria,2021,80980,314.67,25734764
Maharashtra,West,Dengue,2021,6471,25.14,25734764
Maharashtra,West,HIV/AIDS,2021,86406,335.76,25734764
Maharashtra,West,Measles,2021,84010,,25734764
Maharashtra,West,Hepatitis B,2021,33326,129.5,25734764
Maharashtra,West,Diarrhoeal Disease,2021,23949,93.06,25734764
Maharashtra,West,Pneumonia,2021,70715,274.78,25734764
Maharashtra,West,Tuberculosis,2022,10583,8.87,119327252
Maharashtra,West,Malaria,2022,20721,17.36,119327252
Maharashtra,West,Dengue,2022,31494,26.39,119327252
Maharashtra,West,HIV/AIDS,2022,63110,52.89,119327252
Maharashtra,West,Measles,2022,3885,3.26,119327252
Maharashtra,West,Hepatitis B,2022,2444,2.05,119327252
Maharashtra,West,Diarrhoeal Disease,2022,11283,9.46,119327252
Maharashtra,West,Pneumonia,2022,53198,44.58,119327252
Maharashtra,West,Tuberculosis,2023,1235,1.44,85691793
Maharashtra,West,Malaria,2023,62272,72.67,85691793
Maharashtra,West,Dengue,2023,37431,43.68,85691793
Maharashtra,West,HIV/AIDS,2023,82115,95.83,85691793
Maharashtra,West,Measles,2023,99276,115.85,85691793
Maharashtra,West,Hepatitis B,2023,56166,65.54,85691793
Maharashtra,West,Diarrhoeal Disease,2023,67066,78.26,85691793
Maharashtra,West,Pneumonia,2023,48004,56.02,85691793
Maharashtra,West,Tuberculosis,2024,74207,142.66,52017247
Maharashtra,West,Malaria,2024,80698,155.14,52017247
Maharashtra,West,Dengue,2024,28185,54.18,52017247
Maharashtra,West,HIV/AIDS,2024,35206,67.68,52017247
Maharashtra,West,Measles,2024,23201,44.6,52017247
Maharashtra,West,Hepatitis B,2024,97210,186.88,52017247
Maharashtra,West,Diarrhoeal Disease,2024,78517,150.94,52017247
Maharashtra,West,Pneumonia,2024,82599,158.79,52017247
Manipur,Northeast,Tuberculosis,2015,73369,72.81,100771191
Manipur,Northeast,Malaria,2015,84676,84.03,100771191
Manipur,Northeast,Dengue,2015,14565,14.45,100771191
Manipur,Northeast,HIV/AIDS,2015,69120,68.59,100771191
Manipur,Northeast,Measles,2015,15088,14.97,100771191
Manipur,Northeast,Hepatitis B,2015,89042,88.36,100771191
Manipur,Northeast,Diarrhoeal Disease,2015,82350,81.72,100771191
Manipur,Northeast,Pneumonia,2015,97457,96.71,100771191
Manipur,Northeast,Tuberculosis,2016,55488,74.93,74053650
Manipur,Northeast,Malaria,2016,15218,,74053650
Manipur,Northeast,Dengue,2016,59776,80.72,74053650
Manipur,Northeast,HIV/AIDS,2016,8654,,74053650
Manipur,Northeast,Measles,2016,72412,97.78,74053650
Manipur,Northeast,Hepatitis B,2016,35229,47.57,74053650
Manipur,Northeast,Diarrhoeal Disease,2016,5614,7.58,74053650
Manipur,Northeast,Pneumonia,2016,19181,25.9,74053650
Manipur,Northeast,Tuberculosis,2017,87193,361.17,24141983
Manipur,Northeast,Malaria,2017,19475,,24141983
Manipur,Northeast,Dengue,2017,28654,118.69,24141983
Manipur,Northeast,HIV/AIDS,2017,21967,90.99,24141983
Manipur,Northeast,Measles,2017,85015,352.15,24141983
Manipur,Northeast,Hepatitis B,2017,26152,108.33,24141983
Manipur,Northeast,Diarrhoeal Disease,2017,77776,322.16,24141983
Manipur,Northeast,Pneumonia,2017,90908,376.56,24141983
Manipur,Northeast,Tuberculosis,2018,48988,1966.94,2490570
Manipur,Northeast,Malaria,2018,73725,2960.17,2490570
Manipur,Northeast,Dengue,2018,11831,475.03,2490570
Manipur,Northeast,HIV/AIDS,2018,70746,2840.55,2490570
Manipur,Northeast,Measles,2018,16215,651.06,2490570
Manipur,Northeast,Hepatitis B,2018,83070,3335.38,2490570
Manipur,Northeast,Diarrhoeal Disease,2018,2809,112.79,2490570
Manipur,Northeast,Pneumonia,2018,25483,1023.18,2490570
Manipur,Northeast,Tuberculosis,2019,91461,379.85,24077943
Manipur,Northeast,Malaria,2019,27109,112.59,24077943
Manipur,Northeast,Dengue,2019,30638,127.25,24077943
Manipur,Northeast,HIV/AIDS,2019,91660,380.68,24077943
Manipur,Northeast,Measles,2019,22936,95.26,24077943
Manipur,Northeast,Hepatitis B,2019,81846,339.92,24077943
Manipur,Northeast,Diarrhoeal Disease,2019,1075,4.46,24077943
Manipur,Northeast,Pneumonia,2019,41665,173.04,24077943
Manipur,Northeast,Tuberculosis,2020,9457,8.52,110959047
Manipur,Northeast,Malaria,2020,61843,55.73,110959047
Manipur,Northeast,Dengue,2020,94862,85.49,110959047
Manipur,Northeast,HIV/AIDS,2020,44547,40.15,110959047
Manipur,Northeast,Measles,2020,76390,68.85,110959047
Manipur,Northeast,Hepatitis B,2020,90787,81.82,110959047
Manipur,Northeast,Diarrhoeal Disease,2020,786,0.71,110959047
Manipur,Northeast,Pneumonia,2020,15028,13.54,110959047
Manipur,Northeast,Tuberculosis,2021,45666,74.3,61457705
Manipur,Northeast,Malaria,2021,88180,143.48,61457705
Manipur,Northeast,Dengue,2021,16855,27.43,61457705
Manipur,Northeast,HIV/AIDS,2021,42562,69.25,61457705
Manipur,Northeast,Measles,2021,70545,114.79,61457705
Manipur,Northeast,Hepatitis B,2021,96199,,61457705
Manipur,Northeast,Diarrhoeal Disease,2021,72863,118.56,61457705
Manipur,Northeast,Pneumonia,2021,52395,85.25,61457705
Manipur,Northeast,Tuberculosis,2022,12089,9.45,127946659
Manipur,Northeast,Malaria,2022,3983,3.11,127946659
Manipur,Northeast,Dengue,2022,73045,,127946659
Manipur,Northeast,HIV/AIDS,2022,6291,4.92,127946659
Manipur,Northeast,Measles,2022,41287,32.27,127946659
Manipur,Northeast,Hepatitis B,2022,22079,17.26,127946659
Manipur,Northeast,Diarrhoeal Disease,2022,47182,36.88,127946659
Manipur,Northeast,Pneumonia,2022,15361,12.01,127946659
Manipur,Northeast,Tuberculosis,2023,42101,64.8,64975145
Manipur,Northeast,Malaria,2023,95804,147.45,64975145
Manipur,Northeast,Dengue,2023,98760,152.0,64975145
Manipur,Northeast,HIV/AIDS,2023,62526,96.23,64975145
Manipur,Northeast,Measles,2023,6872,10.58,64975145
Manipur,Northeast,Hepatitis B,2023,95356,146.76,64975145
Manipur,Northeast,Diarrhoeal Disease,2023,73116,112.53,64975145
Manipur,Northeast,Pneumonia,2023,55792,85.87,64975145
Manipur,Northeast,Tuberculosis,2024,19569,15.47,126521278
Manipur,Northeast,Malaria,2024,92354,72.99,126521278
Manipur,Northeast,Dengue,2024,52941,41.84,126521278
Manipur,Northeast,HIV/AIDS,2024,3197,2.53,126521278
Manipur,Northeast,Measles,2024,86950,68.72,126521278
Manipur,Northeast,Hepatitis B,2024,52775,41.71,126521278
Manipur,Northeast,Diarrhoeal Disease,2024,92565,73.16,126521278
Manipur,Northeast,Pneumonia,2024,70185,55.47,126521278
Meghalaya,Northeast,Tuberculosis,2015,93986,167.72,56036395
Meghalaya,Northeast,Malaria,2015,31308,55.87,56036395
Meghalaya,Northeast,Dengue,2015,88618,158.14,56036395
Meghalaya,Northeast,HIV/AIDS,2015,94968,169.48,56036395
Meghalaya,Northeast,Measles,2015,26819,47.86,56036395
Meghalaya,Northeast,Hepatitis B,2015,42758,76.3,56036395
Meghalaya,Northeast,Diarrhoeal Disease,2015,73476,131.12,56036395
Meghalaya,Northeast,Pneumonia,2015,28961,51.68,56036395
Meghalaya,Northeast,Tuberculosis,2016,14885,20.24,73552182
Meghalaya,Northeast,Malaria,2016,30283,41.17,73552182
Meghalaya,Northeast,Dengue,2016,5964,8.11,73552182
Meghalaya,Northeast,HIV/AIDS,2016,3341,4.54,73552182
Meghalaya,Northeast,Measles,2016,68490,93.12,73552182
Meghalaya,Northeast,Hepatitis B,2016,56503,76.82,73552182
Meghalaya,Northeast,Diarrhoeal Disease,2016,37539,51.04,73552182
Meghalaya,Northeast,Pneumonia,2016,93642,127.31,73552182
Meghalaya,Northeast,Tuberculosis,2017,67423,111.84,60285368
Meghalaya,Northeast,Malaria,2017,25458,42.23,60285368
Meghalaya,Northeast,Dengue,2017,98867,164.0,60285368
Meghalaya,Northeast,HIV/AIDS,2017,43501,72.16,60285368
Meghalaya,Northeast,Measles,2017,40095,66.51,60285368
Meghalaya,Northeast,Hepatitis B,2017,13406,22.24,60285368
Meghalaya,Northeast,Diarrhoeal Disease,2017,42391,70.32,60285368
Meghalaya,Northeast,Pneumonia,2017,87549,145.22,60285368
Meghalaya,Northeast,Tuberculosis,2018,98884,167.53,59025506
Meghalaya,Northeast,Malaria,2018,85831,145.41,59025506
Meghalaya,Northeast,Dengue,2018,34282,58.08,59025506
Meghalaya,Northeast,HIV/AIDS,2018,93932,159.14,59025506
Meghalaya,Northeast,Measles,2018,61385,104.0,59025506
Meghalaya,Northeast,Hepatitis B,2018,74254,125.8,59025506
Meghalaya,Northeast,Diarrhoeal Disease,2018,69057,117.0,59025506
Meghalaya,Northeast,Pneumonia,2018,72227,122.37,59025506
Meghalaya,Northeast,Tuberculosis,2019,29736,102.63,28973832
Meghalaya,Northeast,Malaria,2019,69235,238.96,28973832
Meghalaya,Northeast,Dengue,2019,84235,290.73,28973832
Meghalaya,Northeast,HIV/AIDS,2019,23299,80.41,28973832
Meghalaya,Northeast,Measles,2019,67402,232.63,28973832
Meghalaya,Northeast,Hepatitis B,2019,32649,112.68,28973832
Meghalaya,Northeast,Diarrhoeal Disease,2019,14608,,28973832
Meghalaya,Northeast,Pneumonia,2019,25841,89.19,28973832
Meghalaya,Northeast,Tuberculosis,2020,94055,133.11,70660163
Meghalaya,Northeast,Malaria,2020,18174,25.72,70660163
Meghalaya,Northeast,Dengue,2020,42222,59.75,70660163
Meghalaya,Northeast,HIV/AIDS,2020,76131,107.74,70660163
Meghalaya,Northeast,Measles,2020,31407,44.45,70660163
Meghalaya,Northeast,Hepatitis B,2020,20380,28.84,70660163
Meghalaya,Northeast,Diarrhoeal Disease,2020,74845,105.92,70660163
Meghalaya,Northeast,Pneumonia,2020,59369,84.02,70660163
Meghalaya,Northeast,Tuberculosis,2021,77630,245.06,31678164
Meghalaya,Northeast,Malaria,2021,51530,162.67,31678164
Meghalaya,Northeast,Dengue,2021,67939,214.47,31678164
Meghalaya,Northeast,HIV/AIDS,2021,79911,252.26,31678164
Meghalaya,Northeast,Measles,2021,58932,186.03,31678164
Meghalaya,Northeast,Hepatitis B,2021,86083,271.74,31678164
Meghalaya,Northeast,Diarrhoeal Disease,2021,70946,223.96,31678164
Meghalaya,Northeast,Pneumonia,2021,3560,11.24,31678164
Meghalaya,Northeast,Tuberculosis,2022,13206,15.3,86339524
Meghalaya,Northeast,Malaria,2022,7022,8.13,86339524
Meghalaya,Northeast,Dengue,2022,21699,25.13,86339524
Meghalaya,Northeast,HIV/AIDS,2022,51482,59.63,86339524
Meghalaya,Northeast,Measles,2022,53610,62.09,86339524
Meghalaya,Northeast,Hepatitis B,2022,36698,42.5,86339524
Meghalaya,Northeast,Diarrhoeal Disease,2022,66224,76.7,86339524
Meghalaya,Northeast,Pneumonia,2022,35070,40.62,86339524
Meghalaya,Northeast,Tuberculosis,2023,88117,697.65,12630566
Meghalaya,Northeast,Malaria,2023,33275,263.45,12630566
Meghalaya,Northeast,Dengue,2023,80548,637.72,12630566
Meghalaya,Northeast,HIV/AIDS,2023,64684,512.12,12630566
Meghalaya,Northeast,Measles,2023,68526,542.54,12630566
Meghalaya,Northeast,Hepatitis B,2023,74825,592.41,12630566
Meghalaya,Northeast,Diarrhoeal Disease,2023,59047,467.49,12630566
Meghalaya,Northeast,Pneumonia,2023,69626,551.25,12630566
Meghalaya,Northeast,Tuberculosis,2024,11426,53.38,21404478
Meghalaya,Northeast,Malaria,2024,58300,272.37,21404478
Meghalaya,Northeast,Dengue,2024,56186,262.5,21404478
Meghalaya,Northeast,HIV/AIDS,2024,31755,148.36,21404478
Meghalaya,Northeast,Measles,2024,36332,169.74,21404478
Meghalaya,Northeast,Hepatitis B,2024,30887,144.3,21404478
Meghalaya,Northeast,Diarrhoeal Disease,2024,93031,434.63,21404478
Meghalaya,Northeast,Pneumonia,2024,65004,303.69,21404478
Mizoram,Northeast,Tuberculosis,2015,22281,,84223639
Mizoram,Northeast,Malaria,2015,2269,2.69,84223639
Mizoram,Northeast,Dengue,2015,60463,71.79,84223639
Mizoram,Northeast,HIV/AIDS,2015,35098,41.67,84223639
Mizoram,Northeast,Measles,2015,8559,10.16,84223639
Mizoram,Northeast,Hepatitis B,2015,7988,9.48,84223639
Mizoram,Northeast,Diarrhoeal Disease,2015,12827,,84223639
Mizoram,Northeast,Pneumonia,2015,43880,52.1,84223639
Mizoram,Northeast,Tuberculosis,2016,42194,275.86,15295395
Mizoram,Northeast,Malaria,2016,54851,358.61,15295395
Mizoram,Northeast,Dengue,2016,44629,291.78,15295395
Mizoram,Northeast,HIV/AIDS,2016,67640,442.22,15295395
Mizoram,Northeast,Measles,2016,17964,117.45,15295395
Mizoram,Northeast,Hepatitis B,2016,82933,542.21,15295395
Mizoram,Northeast,Diarrhoeal Disease,2016,6738,44.05,15295395
Mizoram,Northeast,Pneumonia,2016,92706,606.1,15295395
Mizoram,Northeast,Tuberculosis,2017,39180,713.53,5491043
Mizoram,Northeast,Malaria,2017,430,7.83,5491043
Mizoram,Northeast,Dengue,2017,62914,1145.76,5491043
Mizoram,Northeast,HIV/AIDS,2017,36945,672.82,5491043
Mizoram,Northeast,Measles,2017,94473,1720.49,5491043
Mizoram,Northeast,Hepatitis B,2017,13324,242.65,5491043
Mizoram,Northeast,Diarrhoeal Disease,2017,79429,1446.52,5491043
Mizoram,Northeast,Pneumonia,2017,2298,41.85,5491043
Mizoram,Northeast,Tuberculosis,2018,49412,244.4,20217793
Mizoram,Northeast,Malaria,2018,90392,447.09,20217793
Mizoram,Northeast,Dengue,2018,34504,170.66,20217793
Mizoram,Northeast,HIV/AIDS,2018,99115,490.24,20217793
Mizoram,Northeast,Measles,2018,12613,62.39,20217793
Mizoram,Northeast,Hepatitis B,2018,96582,477.71,20217793
Mizoram,Northeast,Diarrhoeal Disease,2018,27873,137.86,20217793
Mizoram,Northeast,Pneumonia,2018,26920,133.15,20217793
Mizoram,Northeast,Tuberculosis,2019,36215,60.39,59967826
Mizoram,Northeast,Malaria,2019,13034,21.73,59967826
Mizoram,Northeast,Dengue,2019,31026,51.74,59967826
Mizoram,Northeast,HIV/AIDS,2019,95489,159.23,59967826
Mizoram,Northeast,Measles,2019,49168,81.99,59967826
Mizoram,Northeast,Hepatitis B,2019,18242,30.42,59967826
Mizoram,Northeast,Diarrhoeal Disease,2019,1563,2.61,59967826
Mizoram,Northeast,Pneumonia,2019,29831,49.75,59967826
Mizoram,Northeast,Tuberculosis,2020,92889,248.81,37332630
Mizoram,Northeast,Malaria,2020,44795,119.99,37332630
Mizoram,Northeast,Dengue,2020,57148,153.08,37332630
Mizoram,Northeast,HIV/AIDS,2020,64209,171.99,37332630
Mizoram,Northeast,Measles,2020,6386,,37332630
Mizoram,Northeast,Hepatitis B,2020,62420,167.2,37332630
Mizoram,Northeast,Diarrhoeal Disease,2020,83444,223.51,37332630
Mizoram,Northeast,Pneumonia,2020,5075,13.59,37332630
Mizoram,Northeast,Tuberculosis,2021,97559,112.2,86948981
Mizoram,Northeast,Malaria,2021,50596,58.19,86948981
Mizoram,Northeast,Dengue,2021,53248,61.24,86948981
Mizoram,Northeast,HIV/AIDS,2021,52638,60.54,86948981
Mizoram,Northeast,Measles,2021,839,0.96,86948981
Mizoram,Northeast,Hepatitis B,2021,17762,20.43,86948981
Mizoram,Northeast,Diarrhoeal Disease,2021,62141,71.47,86948981
Mizoram,Northeast,Pneumonia,2021,85717,98.58,86948981
Mizoram,Northeast,Tuberculosis,2022,80530,80.15,100469695
Mizoram,Northeast,Malaria,2022,50315,50.08,100469695
Mizoram,Northeast,Dengue,2022,56705,56.44,100469695
Mizoram,Northeast,HIV/AIDS,2022,25350,25.23,100469695
Mizoram,Northeast,Measles,2022,4089,4.07,100469695
Mizoram,Northeast,Hepatitis B,2022,70117,69.79,100469695
Mizoram,Northeast,Diarrhoeal Disease,2022,17669,17.59,100469695
Mizoram,Northeast,Pneumonia,2022,41789,41.59,100469695
Mizoram,Northeast,Tuberculosis,2023,90069,86.39,104255890
Mizoram,Northeast,Malaria,2023,82316,78.96,104255890
Mizoram,Northeast,Dengue,2023,81118,77.81,104255890
Mizoram,Northeast,HIV/AIDS,2023,13264,12.72,104255890
Mizoram,Northeast,Measles,2023,58849,56.45,104255890
Mizoram,Northeast,Hepatitis B,2023,13653,13.1,104255890
Mizoram,Northeast,Diarrhoeal Disease,2023,54614,52.38,104255890
